Symbol,Text,Name,Date,Favorites,Retweets,Tweet Type,Hashtags,Mentions,Media Type
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",El Gran Perro,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",D-NiicexMar$,06/09/2020,0,0,Retweet,0,0,
TGT,"$ACI $13.51- America's 2nd largest grocery termed 
""Undervalued Sleeper"" by Bank of America Analyst! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG $DIS  $IBM $MSFT $BIDU $VZ $ADBE $AMAT $ADSK $AVGO $BABA  $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC https://t.co/pKquuMNopu",Drugdoctor1,06/09/2020,1,0,Tweet,0,0,photo
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Chris Yerkes,06/09/2020,0,0,Retweet,0,0,
TGT,RT @d_pavlos : $TGT Daily chart https://t.co/ZvInDMnaPt,JetsSet,06/09/2020,0,0,Retweet,0,0,photo
TGT,$TGT Daily chart https://t.co/ZvInDMnaPt,Pavlos D,06/09/2020,16,1,Tweet,0,0,photo
TGT,"RT @ProfitTradeRoom : ??HOT?? stocks today
$BDR $AESE $MNKD $KIRK $NMTR $VVPR $WAFU $MNTA $FCEL $GRWG $HRMY $AVCO $WORX $ONE $RMBL $RFP $HUD $INBX $IRTC $HOME $TGT",Mr. Profit ??,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @ProfitTradeRoom : Premarket ????
$BDR+122%
$MNTA+69%
$HUD+49%
$LITB+38%
$AVCO+37%
$TLGT+36%
$NMTR+33%
$AESE+25%
$IMVT+20%
$SSNT+12%
$AXDX+10%
$WATT+9%
$DTIL+9%
$TGT+9%
$TCON+9%
$UMRX+8%
$BBD+8%
$MOGU+8%
$NAK+6%
$GRWG+5%
$GLPG-29%
$GRNQ-22%
$BMRN-18%
$EYEN-17%
$SRNE-11%
$FORD-7%
$MARA-6%
$MICT-6%",Mr. Profit ??,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Fillipino Forex Champion,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Prod. by Hange ??,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",B,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Sniper,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Pimpdaddymatty,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Richard Leahy,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Yvans Oscar III,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",September25th??,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Tony Lejarza,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Barii,06/09/2020,0,0,Retweet,0,0,
TGT,@StockDweebs Saw the same thing you did in $TGT and picked some up on Friday...let’s hope we do better this week. https://t.co/nw5EFszqSj,Randy,06/09/2020,1,0,Reply,0,1,photo
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Buy To Open,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",mememe,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",StockCuppa,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Taiwei Ko,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Jon,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Unruly Biggs ??????????,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",#61.8% ?? PRINTMONEYTRADING,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Jimmy from LinkedIn,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Rajarajan,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Shawn Jackson,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Christopher Whitcomb,06/09/2020,0,0,Retweet,0,0,
TGT,"RT @StockDweebs : My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",Olasupo B,06/09/2020,0,0,Retweet,0,0,
TGT,"My top stock picks this week:

$SAVE - 9%+
$TSM - 5%+
$MS - 4%+
$DIS - 4%+
$CHWY - 11%+

My top watch-list stock picks this week:

$GS - 4%+
$WORK - 11%+
$FDX - 6%+
$TGT - 3%+
$CCL - 11%+ 

View the report: https://t.co/5n34PvTNMn",StockDweebs,06/09/2020,964,98,Tweet,0,0,
TGT,RT @KIERMCD : $BYND triple top breakout. Positive price reaction to $WMT $TGT cookout classic rollout announcement. https://t.co/x7xLXWvkNP,kIER MCDONOUGH,06/09/2020,0,0,Retweet,0,0,photo
TGT,"$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT 
$GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM 
$GILD $USO $NVDA $ROKU $BYND $SNAP 

We will give 3 days free trail + quick alerts to get you on top of everyone and make $$$$$ 
@Everyone
join us https://t.co/UMGs0Urd4M https://t.co/WJ98vjaXld",stock team,06/09/2020,0,0,Tweet,0,1,photo
